datetime,pm2.5,co,no,no2,pm10,nox,o3,veloc.,direc.,so2
2020-01-26 10:00:00,6.482758620689655,0.2,2.0,22.0,6.482758620689655,25.0,35.0,0.3,277.0,8.0
2020-01-26 11:00:00,6.517241379310345,0.1,2.0,15.0,6.517241379310345,17.0,48.0,0.8,292.0,7.0
2020-01-26 12:00:00,6.551724137931035,0.1,1.0,13.0,6.551724137931035,15.0,48.0,1.8,30.0,6.0
2020-01-26 13:00:00,6.586206896551724,0.1,2.0,15.0,6.586206896551724,18.0,43.0,1.7,86.0,3.0
2020-01-26 14:00:00,6.620689655172414,0.1,4.0,18.0,6.620689655172414,23.0,41.0,1.2,88.0,4.0
2020-01-26 15:00:00,6.655172413793103,0.1,15.0,41.0,6.655172413793103,63.0,25.0,1.1,116.0,5.0
2020-01-26 16:00:00,6.689655172413793,0.1,8.0,37.0,6.689655172413793,50.0,25.0,0.4,206.0,4.0
2020-01-26 17:00:00,6.724137931034483,0.1,6.0,41.0,6.724137931034483,51.0,23.0,0.6,126.0,4.0
2020-01-26 18:00:00,6.758620689655173,0.1,1.0,36.0,6.758620689655173,39.0,21.0,0.1,120.0,4.0
2020-01-26 19:00:00,6.793103448275862,0.1,13.0,58.0,6.793103448275862,78.0,9.0,0.3,22.0,5.0
2020-01-26 20:00:00,6.827586206896552,0.1,1.0,45.0,6.827586206896552,48.0,21.0,0.4,24.0,5.0
2020-01-26 21:00:00,6.862068965517241,0.1,2.0,51.0,6.862068965517241,53.0,12.0,0.3,334.0,6.0
2020-01-26 22:00:00,6.896551724137931,0.1,16.0,64.0,6.896551724137931,89.0,4.0,0.2,4.0,7.0
2020-01-26 23:00:00,6.931034482758621,0.1,33.0,53.0,6.931034482758621,104.0,3.0,0.1,258.0,8.0
2020-01-27 00:00:00,6.9655172413793105,0.2,15.0,45.0,6.9655172413793105,69.0,4.0,0.2,221.0,7.0
2020-01-27 01:00:00,7.0,0.1,1.0,24.0,7.0,26.0,17.0,0.4,226.0,3.0
2020-01-27 02:00:00,5.0,0.1,1.0,18.0,5.0,20.0,21.0,0.7,230.0,4.0
2020-01-27 03:00:00,5.0,0.1,1.0,17.0,5.0,19.0,20.0,0.8,245.0,4.0
2020-01-27 04:00:00,3.0,0.1,1.0,8.0,3.0,10.0,42.0,0.7,236.0,5.0
2020-01-27 05:00:00,4.0,0.1,1.0,7.0,4.0,9.0,37.0,0.3,248.0,5.0
2020-01-27 06:00:00,4.0,0.1,1.0,17.0,4.0,19.0,23.0,1.0,234.0,5.0
2020-01-27 07:00:00,5.0,0.1,1.0,20.0,5.0,22.0,25.0,1.9,229.0,5.0
2020-01-27 08:00:00,5.0,0.1,3.0,36.0,6.0,40.0,15.0,0.7,249.0,5.0
2020-01-27 09:00:00,5.0,0.1,2.0,19.0,6.0,22.0,36.0,1.1,244.0,5.0
2020-01-27 10:00:00,7.5,0.1,1.5,15.5,18.5,18.0,42.0,1.15,238.0,5.0
2020-01-27 11:00:00,10.0,0.1,1.0,12.0,31.0,14.0,48.0,1.2,232.0,5.0
2020-01-27 12:00:00,10.0,0.1,1.0,13.0,31.0,15.0,57.0,1.4,248.0,4.0
2020-01-27 13:00:00,10.0,0.1,1.0,14.0,29.0,16.0,62.0,1.7,233.0,3.0
2020-01-27 14:00:00,10.0,0.1,1.0,14.0,26.0,16.0,61.0,1.8,243.0,3.0
2020-01-27 15:00:00,9.0,0.1,1.0,13.0,26.0,15.0,67.0,1.7,229.0,3.0
2020-01-27 16:00:00,8.0,0.1,1.0,14.0,24.0,16.0,65.0,2.0,246.0,3.0
2020-01-27 17:00:00,9.0,0.1,1.0,17.0,27.0,20.0,59.0,1.4,264.0,3.0
2020-01-27 18:00:00,9.0,0.1,1.0,29.0,25.0,31.0,48.0,1.0,249.0,3.0
2020-01-27 19:00:00,10.0,0.1,1.0,25.0,24.0,27.0,53.0,1.6,251.0,3.0
2020-01-27 20:00:00,11.0,0.1,1.0,26.0,24.0,29.0,45.0,2.2,241.0,3.0
2020-01-27 21:00:00,10.0,0.1,1.0,32.0,23.0,34.0,42.0,1.0,226.0,3.0
2020-01-27 22:00:00,10.0,0.1,1.0,20.0,21.0,22.0,49.0,0.6,246.0,3.0
2020-01-27 23:00:00,9.0,0.1,1.0,15.0,19.0,17.0,54.0,2.1,231.0,3.0
2020-01-28 00:00:00,8.0,0.1,1.0,6.0,20.0,9.0,65.0,1.9,251.0,3.0
2020-01-28 01:00:00,8.0,0.1,1.0,5.0,18.0,8.0,61.0,0.7,247.0,3.0
2020-01-28 02:00:00,9.0,0.1,1.0,4.0,19.0,6.0,62.0,1.1,226.0,4.0
2020-01-28 03:00:00,9.0,0.1,1.0,3.0,21.0,5.0,66.0,2.8,261.0,4.0
2020-01-28 04:00:00,9.0,0.1,1.0,2.0,20.0,4.0,67.0,1.7,233.0,4.0
2020-01-28 05:00:00,9.0,0.1,1.0,3.0,22.0,6.0,65.0,1.1,238.0,3.0
2020-01-28 06:00:00,8.0,0.1,1.0,5.0,18.0,7.0,62.0,1.1,247.0,4.0
2020-01-28 07:00:00,7.0,0.1,1.0,11.0,15.0,13.0,55.0,2.1,248.0,4.0
2020-01-28 08:00:00,7.0,0.1,1.0,20.0,17.0,22.0,42.0,1.7,252.0,4.0
2020-01-28 09:00:00,8.0,0.1,1.0,19.0,21.0,21.0,46.0,2.0,246.0,3.0
2020-01-28 10:00:00,7.0,0.1,1.0,22.0,19.0,24.0,38.0,1.0,239.0,3.0
2020-01-28 11:00:00,6.0,0.1,2.0,23.0,20.0,26.0,41.0,1.3,237.0,3.0
2020-01-28 12:00:00,6.0,0.1,3.0,24.0,17.0,28.0,42.0,1.8,231.0,3.0
2020-01-28 13:00:00,5.0,0.1,1.0,17.0,13.0,20.0,50.0,1.2,242.0,3.0
2020-01-28 14:00:00,4.0,0.1,1.0,16.0,10.0,18.0,49.0,1.0,234.0,4.0
2020-01-28 15:00:00,4.0,0.1,1.0,20.0,10.0,22.0,43.0,1.0,242.0,4.0
2020-01-28 16:00:00,5.0,0.1,1.0,20.0,12.0,22.0,46.0,1.8,236.0,4.0
2020-01-28 17:00:00,5.0,0.1,1.0,24.0,12.0,26.0,38.0,1.9,237.0,4.0
2020-01-28 18:00:00,5.0,0.1,1.0,32.0,11.0,34.0,29.0,1.0,242.0,5.0
2020-01-28 19:00:00,6.0,0.1,2.0,38.0,11.0,41.0,20.0,1.0,231.0,4.0
2020-01-28 20:00:00,6.0,0.1,1.0,31.0,10.0,33.0,29.0,0.8,217.0,4.0
2020-01-28 21:00:00,7.0,0.1,1.0,32.0,11.0,34.0,23.0,0.7,228.0,3.0
2020-01-28 22:00:00,6.0,0.1,1.0,26.0,9.0,29.0,34.0,1.0,253.0,3.0
2020-01-28 23:00:00,5.0,0.1,1.0,12.0,6.0,14.0,46.0,0.8,239.0,3.0
2020-01-29 00:00:00,5.0,0.1,1.0,7.0,5.0,9.0,52.0,0.8,251.0,3.0
2020-01-29 01:00:00,4.0,0.1,1.0,5.0,5.0,8.0,53.0,1.1,248.0,3.0
2020-01-29 02:00:00,4.0,0.1,1.0,5.0,4.0,7.0,55.0,0.9,261.0,3.0
2020-01-29 03:00:00,3.0,0.1,1.0,5.0,3.0,7.0,55.0,0.7,255.0,3.0
2020-01-29 04:00:00,3.0,0.1,1.0,4.0,3.0,6.0,56.0,1.4,250.0,3.0
2020-01-29 05:00:00,2.0,0.1,1.0,5.0,3.0,7.0,56.0,1.4,255.0,3.0
2020-01-29 06:00:00,4.0,0.1,1.0,12.0,6.0,14.0,44.0,1.6,254.0,3.0
2020-01-29 07:00:00,4.0,0.1,2.0,34.0,10.0,38.0,19.0,1.3,252.0,3.0
2020-01-29 08:00:00,6.0,0.1,3.0,37.0,16.0,41.0,20.0,1.2,248.0,3.0
2020-01-29 09:00:00,6.0,0.1,3.0,29.0,16.0,34.0,26.0,1.2,252.0,4.0
2020-01-29 10:00:00,5.0,0.1,2.0,22.0,13.0,26.0,34.0,0.8,243.0,3.0
2020-01-29 11:00:00,5.0,0.1,3.0,18.0,14.0,23.0,40.0,1.1,285.0,3.0
2020-01-29 12:00:00,4.0,0.1,2.0,14.0,14.0,17.0,49.0,1.2,268.0,4.0
2020-01-29 13:00:00,4.0,0.1,1.0,13.0,12.0,15.0,50.0,1.1,267.0,3.0
2020-01-29 14:00:00,5.0,0.1,1.0,13.0,11.0,15.0,47.0,1.4,263.0,3.0
2020-01-29 15:00:00,5.0,0.1,1.0,12.0,11.0,14.0,46.0,1.2,251.0,3.0
2020-01-29 16:00:00,4.0,0.1,1.0,14.0,12.0,16.0,48.0,1.5,251.0,3.0
2020-01-29 17:00:00,5.0,0.1,1.0,20.0,15.0,22.0,42.0,1.8,254.0,4.0
2020-01-29 18:00:00,5.0,0.1,1.0,22.0,13.0,24.0,37.0,1.1,249.0,3.0
2020-01-29 19:00:00,6.0,0.1,3.0,48.0,15.0,53.0,15.0,0.7,246.0,3.0
2020-01-29 20:00:00,7.0,0.1,2.0,46.0,16.0,49.0,14.0,0.3,306.0,3.0
2020-01-29 21:00:00,9.0,0.1,4.0,51.0,19.0,58.0,9.0,0.3,285.0,3.0
2020-01-29 22:00:00,8.0,0.1,2.0,41.0,14.0,43.0,23.0,0.5,265.0,3.0
2020-01-29 23:00:00,6.0,0.1,1.0,24.0,11.0,26.0,38.0,0.4,290.0,3.0
2020-01-30 00:00:00,6.0,0.1,1.0,20.0,13.0,22.0,40.0,0.3,242.0,3.0
2020-01-30 01:00:00,5.0,0.1,1.0,13.0,9.0,15.0,44.0,0.3,227.0,3.0
2020-01-30 02:00:00,4.0,0.1,1.0,7.0,6.0,9.0,54.0,0.2,297.0,3.0
2020-01-30 03:00:00,4.0,0.1,1.0,7.0,6.0,9.0,50.0,0.5,207.0,4.0
2020-01-30 04:00:00,5.0,0.1,1.0,8.0,7.0,10.0,44.0,0.8,228.0,4.0
2020-01-30 05:00:00,5.0,0.1,1.0,12.0,7.0,14.0,36.0,0.6,245.0,4.0
2020-01-30 06:00:00,5.0,0.1,1.0,18.0,10.0,20.0,30.0,1.3,244.0,4.0
2020-01-30 07:00:00,7.0,0.1,2.0,31.0,14.0,35.0,13.0,1.0,190.0,4.0
2020-01-30 08:00:00,6.0,0.1,5.0,40.0,16.0,47.0,14.0,1.3,229.0,5.0
2020-01-30 09:00:00,8.0,0.1,7.0,38.0,22.0,48.0,14.0,0.4,233.0,4.0
2020-01-30 10:00:00,6.0,0.1,5.0,23.0,13.0,31.0,36.0,0.5,258.0,4.0
2020-01-30 11:00:00,5.0,0.1,3.0,18.0,20.0,22.0,51.0,1.1,266.0,4.0
2020-01-30 12:00:00,4.0,0.1,1.0,12.0,16.0,14.0,61.0,1.6,254.0,4.0
2020-01-30 13:00:00,6.0,0.1,1.0,12.0,19.0,15.0,58.0,0.8,238.0,5.0
2020-01-30 14:00:00,6.0,0.1,1.0,11.0,20.0,13.0,63.0,2.5,251.0,4.0
2020-01-30 15:00:00,6.0,0.1,1.0,12.0,18.0,14.0,61.0,2.2,253.0,4.0
2020-01-30 16:00:00,6.0,0.1,1.0,16.0,25.0,18.0,52.0,1.7,243.0,4.0
2020-01-30 17:00:00,6.0,0.1,1.0,21.0,19.0,24.0,45.0,1.3,253.0,5.0
2020-01-30 18:00:00,7.0,0.1,1.0,30.0,19.0,32.0,33.0,0.8,242.0,6.0
2020-01-30 19:00:00,8.0,0.1,1.0,34.0,23.0,36.0,30.0,0.6,228.0,4.0
2020-01-30 20:00:00,8.0,0.1,1.0,27.0,19.0,29.0,41.0,0.9,253.0,4.0
2020-01-30 21:00:00,10.0,0.1,1.0,25.0,21.0,27.0,41.0,0.5,288.0,4.0
2020-01-30 22:00:00,10.0,0.1,1.0,24.0,19.0,26.0,38.0,0.2,31.0,4.0
2020-01-30 23:00:00,10.0,0.1,1.0,22.0,19.0,24.0,40.0,0.4,239.0,4.0
2020-01-31 00:00:00,10.0,0.1,1.0,15.0,18.0,18.0,46.0,0.2,278.0,4.0
2020-01-31 01:00:00,9.0,0.1,1.0,9.0,19.0,11.0,53.0,0.6,267.0,5.0
2020-01-31 02:00:00,9.0,0.1,1.0,6.0,20.0,8.0,56.0,0.5,260.0,6.0
2020-01-31 03:00:00,7.0,0.1,1.0,4.0,15.0,6.0,60.0,1.0,246.0,5.0
2020-01-31 04:00:00,7.0,0.1,1.0,4.0,15.0,7.0,60.0,0.6,249.0,5.0
2020-01-31 05:00:00,8.0,0.1,1.0,8.0,16.0,11.0,53.0,0.4,247.0,6.0
2020-01-31 06:00:00,9.0,0.1,1.0,14.0,19.0,17.0,44.0,0.5,239.0,6.0
2020-01-31 07:00:00,9.0,0.1,1.0,26.0,21.0,28.0,28.0,0.5,230.0,5.0
2020-01-31 08:00:00,10.0,0.1,5.0,44.0,21.0,52.0,15.0,0.8,251.0,6.0
2020-01-31 09:00:00,11.0,0.1,8.0,36.0,27.0,49.0,20.0,0.3,264.0,6.0
2020-01-31 10:00:00,10.0,0.1,7.0,28.0,23.0,38.0,31.0,0.7,279.0,6.0
2020-01-31 11:00:00,8.0,0.1,5.0,23.0,21.0,31.0,40.0,1.2,288.0,6.0
2020-01-31 12:00:00,7.0,0.1,3.0,15.0,21.0,19.0,48.0,1.4,267.0,6.0
2020-01-31 13:00:00,6.0,0.1,2.0,15.0,19.0,18.0,47.0,1.5,250.0,4.0
2020-01-31 14:00:00,5.0,0.1,2.0,15.0,16.0,18.0,48.0,1.2,256.0,4.0
2020-01-31 15:00:00,5.0,0.1,2.0,14.0,12.0,17.0,50.0,1.3,249.0,3.0
2020-01-31 16:00:00,5.0,0.1,2.0,19.0,14.0,22.0,43.0,1.0,241.0,3.0
2020-01-31 17:00:00,4.0,0.1,1.0,21.0,11.0,23.0,38.0,1.0,238.0,4.0
2020-01-31 18:00:00,4.0,0.1,1.0,24.0,10.0,26.0,34.0,0.9,234.0,4.0
2020-01-31 19:00:00,4.0,0.1,1.0,27.0,10.0,29.0,28.0,0.5,303.0,4.0
2020-01-31 20:00:00,6.0,0.1,1.0,34.0,13.0,37.0,21.0,0.2,261.0,4.0
2020-01-31 21:00:00,9.0,0.1,1.0,36.0,15.0,38.0,22.0,0.2,186.0,4.0
2020-01-31 22:00:00,10.0,0.1,1.0,41.0,17.0,43.0,13.0,0.1,271.0,4.0
2020-01-31 23:00:00,9.0,0.1,1.0,30.0,12.0,32.0,32.0,0.4,273.0,4.0
2020-02-01 00:00:00,9.0,0.1,1.0,27.0,14.0,29.0,19.0,0.7,221.0,4.0
2020-02-01 01:00:00,11.0,0.1,1.0,33.0,15.0,36.0,7.0,0.3,222.0,3.0
2020-02-01 02:00:00,8.0,0.1,1.0,29.0,12.0,31.0,19.0,0.2,196.0,3.0
2020-02-01 03:00:00,5.0,0.1,1.0,16.0,8.0,18.0,35.0,0.4,235.0,3.0
2020-02-01 04:00:00,4.0,0.1,1.0,10.0,5.0,12.0,45.0,0.3,237.0,3.0
2020-02-01 05:00:00,5.0,0.1,1.0,14.0,6.0,16.0,31.0,0.3,231.0,3.0
2020-02-01 06:00:00,4.0,0.1,1.0,15.0,6.0,17.0,31.0,0.4,244.0,3.0
2020-02-01 07:00:00,4.0,0.1,1.0,13.0,5.0,15.0,31.0,0.5,233.0,3.0
2020-02-01 08:00:00,5.0,0.1,4.0,32.0,7.0,38.0,11.0,0.2,351.0,3.0
2020-02-01 09:00:00,4.0,0.1,2.0,19.0,8.0,22.0,28.0,1.0,253.0,3.0
2020-02-01 10:00:00,4.0,0.1,2.0,17.0,8.0,20.0,31.0,0.9,246.0,3.0
2020-02-01 11:00:00,2.0,0.1,2.0,15.0,7.0,18.0,38.0,1.2,269.0,3.0
2020-02-01 12:00:00,2.0,0.1,1.0,12.0,6.0,14.0,44.0,1.0,267.0,3.0
2020-02-01 13:00:00,2.0,0.1,1.0,13.0,5.0,16.0,47.0,0.8,301.0,4.0
2020-02-01 14:00:00,2.0,0.1,1.0,14.0,4.0,16.0,52.0,0.7,302.0,3.0
2020-02-01 15:00:00,2.0,0.1,1.0,11.0,4.0,13.0,55.0,0.6,280.0,3.0
2020-02-01 16:00:00,2.0,0.1,1.0,13.0,6.0,15.0,48.0,1.1,259.0,3.0
2020-02-01 17:00:00,2.0,0.1,1.0,15.0,6.0,17.0,44.0,0.9,242.0,3.0
2020-02-01 18:00:00,3.0,0.1,1.0,19.0,7.0,21.0,36.0,0.8,247.0,3.0
2020-02-01 19:00:00,5.0,0.1,1.0,25.0,9.0,27.0,28.0,0.7,252.0,4.0
2020-02-01 20:00:00,7.0,0.1,1.0,27.0,10.0,29.0,25.0,0.4,278.0,3.0
2020-02-01 21:00:00,10.0,0.1,1.0,36.0,15.0,38.0,15.0,0.4,249.0,5.0
2020-02-01 22:00:00,9.0,0.1,1.0,30.0,13.0,32.0,21.0,0.5,239.0,4.0
2020-02-01 23:00:00,8.0,0.1,1.0,24.0,11.0,26.0,23.0,0.4,224.0,4.0
2020-02-02 00:00:00,8.0,0.1,1.0,23.0,11.0,26.0,22.0,0.4,223.0,3.0
2020-02-02 01:00:00,6.0,0.1,1.0,22.0,9.0,24.0,25.0,0.3,224.0,3.0
2020-02-02 02:00:00,4.0,0.1,1.0,12.0,6.0,14.0,37.0,0.6,264.0,3.0
2020-02-02 03:00:00,5.0,0.1,1.0,9.0,6.0,11.0,35.0,1.2,239.0,3.0
2020-02-02 04:00:00,5.0,0.1,1.0,8.0,6.0,10.0,33.0,1.2,237.0,3.0
2020-02-02 05:00:00,5.0,0.1,1.0,8.0,6.0,10.0,31.0,0.7,245.0,3.0
2020-02-02 06:00:00,4.0,0.1,1.0,7.0,5.0,9.0,33.0,1.1,245.0,3.0
2020-02-02 07:00:00,4.0,0.1,1.0,8.0,5.0,10.0,32.0,0.9,230.0,3.0
2020-02-02 08:00:00,4.0,0.1,1.0,16.0,6.0,18.0,24.0,0.8,244.0,3.0
2020-02-02 09:00:00,4.0,0.1,2.0,18.0,6.0,20.0,26.0,1.3,232.0,3.0
2020-02-02 10:00:00,5.0,0.1,2.0,17.0,8.0,20.0,28.0,1.0,239.0,3.0
2020-02-02 11:00:00,5.0,0.1,3.0,14.0,8.0,19.0,36.0,0.8,251.0,3.0
2020-02-02 12:00:00,4.0,0.1,2.0,10.0,7.0,12.0,47.0,0.8,263.0,3.0
2020-02-02 13:00:00,4.0,0.1,1.0,9.0,8.0,12.0,48.0,1.3,241.0,4.0
2020-02-02 14:00:00,4.0,0.1,1.0,11.0,6.0,13.0,52.0,0.8,239.0,4.0
2020-02-02 15:00:00,4.0,0.1,1.0,9.0,6.0,12.0,58.0,1.0,239.0,4.0
2020-02-02 16:00:00,4.0,0.1,1.0,13.0,7.0,15.0,47.0,0.4,222.0,3.0
2020-02-02 17:00:00,4.0,0.1,1.0,14.0,8.0,16.0,41.0,0.6,221.0,4.0
2020-02-02 18:00:00,5.0,0.1,1.0,14.0,7.0,17.0,38.0,1.5,229.0,4.0
2020-02-02 19:00:00,12.0,0.1,1.0,22.0,19.0,24.0,24.0,0.4,227.0,5.0
2020-02-02 20:00:00,10.0,0.1,1.0,28.0,16.0,30.0,12.0,0.2,212.0,4.0
2020-02-02 21:00:00,15.0,0.1,16.0,43.0,22.0,67.0,3.0,0.2,223.0,5.0
2020-02-02 22:00:00,19.0,0.1,19.0,52.0,26.0,81.0,3.0,0.2,289.0,5.0
2020-02-02 23:00:00,15.0,0.1,24.0,42.0,22.0,79.0,3.0,0.7,259.0,5.0
2020-02-03 00:00:00,9.0,0.1,2.0,29.0,11.0,33.0,7.0,0.4,222.0,4.0
2020-02-03 01:00:00,8.971428571428572,0.1,1.0,30.0,11.0,32.0,5.0,0.3,220.0,5.0
2020-02-03 02:00:00,8.942857142857143,0.1,1.0,20.0,11.0,22.0,13.0,0.2,232.0,5.0
2020-02-03 03:00:00,8.914285714285715,0.1,1.0,18.0,11.0,20.0,11.0,0.2,241.0,5.0
2020-02-03 04:00:00,8.885714285714286,0.1,1.0,16.0,11.0,18.0,13.0,0.5,243.0,5.0
2020-02-03 05:00:00,8.857142857142858,0.1,1.0,12.0,11.0,15.0,23.0,0.9,250.0,6.0
2020-02-03 06:00:00,8.82857142857143,0.1,1.0,17.0,11.0,19.0,15.0,0.9,248.0,7.0
2020-02-03 07:00:00,8.8,0.1,15.0,33.0,11.0,56.0,4.0,1.0,244.0,7.0
2020-02-03 08:00:00,8.771428571428572,0.2,43.0,41.0,11.0,107.0,3.0,1.1,242.0,8.0
2020-02-03 09:00:00,8.742857142857144,0.1,37.0,40.0,11.0,97.0,6.0,1.1,249.0,7.0
2020-02-03 10:00:00,8.714285714285714,0.1,29.0,33.0,11.0,78.0,10.0,0.6,252.0,7.0
2020-02-03 11:00:00,8.685714285714285,0.1,24.0,30.0,11.0,67.0,13.0,1.1,236.0,7.0
2020-02-03 12:00:00,8.657142857142857,0.1,14.0,25.0,11.0,47.0,19.0,0.4,257.0,6.0
2020-02-03 13:00:00,8.628571428571428,0.1,10.0,27.0,11.0,43.0,24.0,0.4,265.0,4.0
2020-02-03 14:00:00,8.6,0.1,9.0,35.0,11.0,48.0,22.0,0.3,227.0,3.0
2020-02-03 15:00:00,8.571428571428571,0.1,8.0,34.0,11.0,46.0,36.0,0.7,233.0,3.0
2020-02-03 16:00:00,8.542857142857143,0.1,10.0,41.0,11.0,57.0,33.0,0.8,174.0,4.0
2020-02-03 17:00:00,8.514285714285714,0.1,2.0,35.0,11.0,38.0,38.0,0.9,245.0,3.0
2020-02-03 18:00:00,8.485714285714286,0.1,1.0,29.0,11.0,32.0,45.0,0.7,233.0,3.0
2020-02-03 19:00:00,8.457142857142857,0.2,35.0,60.0,11.0,115.0,11.0,0.1,107.0,4.0
2020-02-03 20:00:00,8.428571428571429,0.2,110.0,82.0,11.0,250.0,3.0,0.2,346.0,7.0
2020-02-03 21:00:00,8.4,0.2,94.0,76.0,11.0,219.0,3.0,0.1,90.0,7.0
2020-02-03 22:00:00,8.371428571428572,0.3,114.0,74.0,11.0,249.0,3.0,0.1,170.0,7.0
2020-02-03 23:00:00,8.342857142857143,0.2,77.0,61.0,11.0,180.0,3.0,0.1,195.0,6.0
2020-02-04 00:00:00,8.314285714285715,0.2,69.0,49.0,11.0,155.0,3.0,0.4,214.0,5.0
2020-02-04 01:00:00,8.285714285714286,0.1,19.0,39.0,11.0,68.0,3.0,0.5,228.0,6.0
2020-02-04 02:00:00,8.257142857142856,0.1,1.0,29.0,11.0,31.0,8.0,0.7,237.0,7.0
2020-02-04 03:00:00,8.228571428571428,0.1,1.0,15.0,11.0,17.0,22.0,1.1,235.0,6.0
2020-02-04 04:00:00,8.2,0.1,1.0,12.0,11.0,14.0,20.0,0.6,221.0,6.0
2020-02-04 05:00:00,8.17142857142857,0.1,1.0,14.0,11.0,16.0,20.0,1.4,252.0,6.0
2020-02-04 06:00:00,8.142857142857142,0.1,1.0,26.0,11.0,28.0,8.0,0.6,202.0,7.0
2020-02-04 07:00:00,8.114285714285714,0.2,7.0,42.0,11.0,54.0,5.0,0.6,243.0,7.0
2020-02-04 08:00:00,8.085714285714285,0.2,24.0,43.0,11.0,79.0,4.0,0.9,257.0,8.0
2020-02-04 09:00:00,8.057142857142857,0.2,28.0,37.0,11.0,80.0,9.0,1.0,248.0,8.0
2020-02-04 10:00:00,8.028571428571428,0.1,20.0,32.0,11.0,62.0,14.0,0.5,263.0,7.0
2020-02-04 11:00:00,8.0,0.1,13.0,28.0,11.0,48.0,23.0,0.3,276.0,7.0
2020-02-04 12:00:00,7.9714285714285715,0.1,8.0,25.0,11.0,37.0,30.0,0.9,261.0,6.0
2020-02-04 13:00:00,7.942857142857143,0.1,8.0,28.0,11.0,41.0,35.0,0.6,266.0,4.0
2020-02-04 14:00:00,7.914285714285715,0.1,6.0,28.0,11.0,37.0,44.0,1.2,52.0,3.0
2020-02-04 15:00:00,7.885714285714286,0.1,4.0,29.0,11.0,35.0,46.0,0.5,79.0,3.0
2020-02-04 16:00:00,7.857142857142858,0.1,19.0,57.0,11.0,86.0,21.0,0.2,98.0,5.0
2020-02-04 17:00:00,7.828571428571428,0.2,24.0,63.0,11.0,100.0,13.0,0.7,94.0,4.0
2020-02-04 18:00:00,7.8,0.1,12.0,53.0,11.0,71.0,16.0,0.6,79.0,4.0
2020-02-04 19:00:00,7.771428571428571,0.1,2.0,39.0,11.0,41.0,33.0,0.7,62.0,4.0
2020-02-04 20:00:00,7.742857142857143,0.1,1.0,41.0,11.0,43.0,23.0,0.6,319.0,4.0
2020-02-04 21:00:00,7.714285714285714,0.1,2.0,47.0,11.0,50.0,19.0,0.8,273.0,4.0
2020-02-04 22:00:00,7.685714285714286,0.1,3.0,46.0,11.0,51.0,16.0,0.6,231.0,4.0
2020-02-04 23:00:00,7.6571428571428575,0.1,1.0,29.0,11.0,31.0,29.0,0.5,280.0,4.0
2020-02-05 00:00:00,7.628571428571428,0.1,1.0,17.0,11.0,19.0,52.0,0.9,39.0,4.0
2020-02-05 01:00:00,7.6,0.10082644628099174,1.0,9.0,11.0,11.0,75.0,2.9,84.0,4.0
2020-02-05 02:00:00,7.571428571428571,0.10165289256198348,1.0,4.0,11.0,6.0,78.0,1.0,70.0,5.0
2020-02-05 03:00:00,7.542857142857143,0.1024793388429752,1.0,3.0,11.0,5.0,81.0,2.0,63.0,5.0
2020-02-05 04:00:00,7.514285714285714,0.10330578512396695,1.0,3.0,11.0,5.0,81.0,4.0,51.0,6.0
2020-02-05 05:00:00,7.485714285714286,0.10413223140495868,1.0,3.0,11.0,5.0,82.0,3.9,47.0,6.0
2020-02-05 06:00:00,7.457142857142857,0.10495867768595042,1.0,6.0,11.0,8.0,77.0,3.2,46.0,6.0
2020-02-05 07:00:00,7.428571428571429,0.10578512396694216,1.0,22.0,11.0,24.0,47.0,1.1,39.0,6.0
2020-02-05 08:00:00,7.4,0.10661157024793388,1.0,18.0,11.0,20.0,56.0,2.5,46.0,7.0
2020-02-05 09:00:00,7.371428571428572,0.10743801652892562,1.0,23.0,11.0,25.0,49.0,2.1,43.0,6.0
2020-02-05 10:00:00,7.342857142857143,0.10826446280991736,1.0,20.0,11.0,22.0,51.0,1.1,41.0,7.0
2020-02-05 11:00:00,7.314285714285714,0.1090909090909091,3.0,22.0,11.0,26.0,46.0,0.5,34.0,7.0
2020-02-05 12:00:00,7.285714285714286,0.10991735537190084,2.0,12.0,11.0,15.0,67.0,1.9,63.0,5.0
2020-02-05 13:00:00,7.257142857142857,0.11074380165289258,1.0,7.0,11.0,9.0,78.0,2.6,82.0,4.0
2020-02-05 14:00:00,7.228571428571429,0.1115702479338843,1.0,8.0,11.0,10.0,79.0,3.1,91.0,4.0
2020-02-05 15:00:00,7.2,0.11239669421487604,1.0,9.0,11.0,12.0,78.0,2.9,97.0,4.0
2020-02-05 16:00:00,7.171428571428572,0.11322314049586778,1.0,9.0,11.0,11.0,79.0,2.2,109.0,3.0
2020-02-05 17:00:00,7.142857142857143,0.11404958677685952,1.0,19.0,11.0,21.0,66.0,1.4,130.0,3.0
2020-02-05 18:00:00,7.114285714285714,0.11487603305785124,1.0,34.0,11.0,36.0,46.0,0.3,196.0,3.0
2020-02-05 19:00:00,7.085714285714285,0.11570247933884298,1.0,30.0,11.0,32.0,48.0,0.2,166.0,4.0
2020-02-05 20:00:00,7.057142857142857,0.11652892561983472,1.0,17.0,11.0,19.0,67.0,0.1,149.0,4.0
2020-02-05 21:00:00,7.0285714285714285,0.11735537190082646,1.0,10.0,11.0,13.0,73.0,0.1,167.0,4.0
2020-02-05 22:00:00,7.0,0.1181818181818182,1.0,20.0,11.0,22.0,54.0,0.1,152.0,4.0
2020-02-05 23:00:00,6.9714285714285715,0.11900826446280993,1.0,23.0,11.0,26.0,45.0,0.2,50.0,4.0
